Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Price_groub,Views Performance
Fishing Boat,Tiara power boats,"Used boat,Unleaded",1990,9.6,3.0,GRP,170,42000.0,Italy, Veneto ,Cheap (less than 44290),Average (70-170)
Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1983,9.54,3.08,GRP,170,27000.0,Italy, Friuli-Venezia Giulia,Cheap (less than 44290),Average (70-170)
Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2006,6.98,2.59,PVC,170,23000.0,France," LA ROCHELLE, France",Cheap (less than 44290),Average (70-170)
Sport Boat,Corsiva power boats,"Used boat,Unleaded",2014,6.15,2.42,GRP,170,17000.0,Germany, --,Cheap (less than 44290),Average (70-170)
Cabin Boat,Quicksilver power boats,"Used boat,Unleaded",2003,4.7,2.3,GRP,169,10990.0,Germany, Verkaufshafen Brandenburg-Plaue,Cheap (less than 44290),Average (70-170)
Flybridge,Dellapasqua power boats,"Used boat,Unleaded",1996,8.22,2.99,GRP,169,25000.0,Italy, Lazio ,Cheap (less than 44290),Average (70-170)
Sport Boat,Bayliner power boats,"Used boat,Diesel",1997,8.69,3.0,GRP,169,28500.0,Croatia(Hrvatska),None,Cheap (less than 44290),Average (70-170)
Flybridge,Sessa power boats,"Used boat,Diesel",2009,9.95,3.5,GRP,169,100000.0,Italy, Calabria,Expensive (more than 250000),Average (70-170)
Motor Yacht,Baia power boats,Used boat,2001,14.7,4.2,GRP,169,200000.0,Croatia(Hrvatska), Dalmatia (HR),Expensive (more than 250000),Average (70-170)
Flybridge,Princess power boats,"Used boat,Diesel",1999,15.9,4.47,GRP,169,215000.0,Italy, Aprilia Marittima di Latisana,Expensive (more than 250000),Average (70-170)
Motor Yacht,Nimbus power boats,"Used boat,Diesel",2017,10.07,3.25,GRP,169,225000.0,Germany, Hessen ,Expensive (more than 250000),Average (70-170)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2014,14.99,4.65,PVC,169,490000.0,France," PORNICHET, PORNICHET",Expensive (more than 250000),Average (70-170)
Hardtop,Princess power boats,Used boat,2010,9.14,4.99,GRP,169,840000.0,Croatia(Hrvatska), Portoroz,Expensive (more than 250000),Average (70-170)
Motor Yacht,Pershing power boats,"Used boat,Diesel",2000,26.82,6.23,GRP,169,790000.0,Italy, I S¼d,Expensive (more than 250000),Average (70-170)
Motor Yacht,Fairline power boats,"Used boat,Diesel",2007,14.78,3.99,GRP,169,279000.0,Germany, Elbe ,Expensive (more than 250000),Average (70-170)
Cabin Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,10.45,3.37,GRP,169,159900.0,Germany, Bayern ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Bayliner power boats,"Used boat,Diesel",2000,13.2,4.2,GRP,169,90000.0,Other,None,Medium (44290-250000),Average (70-170)
Pilothouse,Parker power boats,"Display Model,Unleaded",2020,7.99,2.54,GRP,169,74990.0,Germany, Erftstadt-Liblar,Medium (44290-250000),Average (70-170)
Motor Yacht,Mochi Craft power boats,"Used boat,Diesel",1992,14.0,4.45,GRP,169,65000.0,Croatia(Hrvatska), N¤he Split,Medium (44290-250000),Average (70-170)
Motor Yacht,Bavaria power boats,Used boat,2010,10.4,3.45,GRP,169,64000.0,Croatia(Hrvatska), onbekend,Medium (44290-250000),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,8.74,2.59,GRP,169,45000.0,Germany, INFO DD-YACHTING,Medium (44290-250000),Average (70-170)
Sport Boat,Idea Marine power boats,"new boat from stock,Unleaded",2020,5.65,2.35,GRP,169,47674.8,Switzerland, Lago Maggiore,Medium (44290-250000),Average (70-170)
Sport Boat,Gobbi power boats,"Used boat,Unleaded",1996,8.66,2.96,GRP,169,34000.0,Italy, Nord Adria,Cheap (less than 44290),Average (70-170)
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2017,6.71,2.54,GRP,169,33000.0,France," CHERBOURG, France",Cheap (less than 44290),Average (70-170)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.13,2.45,GRP,169,22200.0,Other,None,Cheap (less than 44290),Average (70-170)
Sport Boat,Bayliner power boats,"Used boat,Unleaded",2005,6.22,2.44,GRP,169,16000.0,France," DIENVILLE, DIENVILLE",Cheap (less than 44290),Average (70-170)
Pontoon Boat,Seacode power boats,"Used boat,Unleaded",2011,5.0,2.2,GRP,169,10900.0,Italy, Emilia Romagna ,Cheap (less than 44290),Average (70-170)
Sport Boat,Marine Pro power boats,new boat from stock,2020,3.55,2.0,GRP,169,10149.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Average (70-170)
Sport Boat,Linder power boats,new boat from stock,0,4.51,1.75,Aluminium,168,10557.0,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Sport Boat,Clear power boats,new boat from stock,2013,6.15,2.27,GRP,168,45798.0,Switzerland, Lake of Zurich ,Medium (44290-250000),Average (70-170)
Sport Boat,Aquador power boats,Used boat,2004,7.7,2.85,GRP,168,44000.0,Other, Dalsbruk,Cheap (less than 44290),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1994,13.49,4.27,GRP,168,57000.0,Italy, Nord Adria,Medium (44290-250000),Average (70-170)
Motor Yacht,Princess power boats,"Used boat,Diesel",2004,13.0,4.0,GRP,168,197000.0,Croatia(Hrvatska), Kvarner,Expensive (more than 250000),Average (70-170)
Mega Yacht,Majesty Yachts power boats,"Used boat,Diesel",2010,38.4,7.55,GRP,168,4800000.0,Spain, Mittelmeer Spanisches Festland,Expensive (more than 250000),Average (70-170)
Flybridge,Galeon power boats,"Used boat,Diesel",2017,13.25,4.16,GRP,168,499000.0,Germany, N¤he Rostock,Expensive (more than 250000),Average (70-170)
Motor Yacht,Azimut power boats,"Used boat,Diesel",2017,13.86,4.25,GRP,168,459000.0,Croatia(Hrvatska), INFO BOOTE RIEDL NOVIGRAD,Expensive (more than 250000),Average (70-170)
Hardtop,Sunseeker power boats,"Used boat,Diesel",2014,12.4,3.87,GRP,168,380250.0,Switzerland, Adria ,Expensive (more than 250000),Average (70-170)
Hardtop,Sunseeker power boats,"Used boat,Diesel",2013,12.9,3.87,GRP,168,339000.0,Switzerland, Ibiza ,Expensive (more than 250000),Average (70-170)
Sport Boat,Regal power boats,"new boat from stock,Unleaded",2021,7.4,2.6,GRP,168,127108.32,Switzerland, Lake of Zurich ,Expensive (more than 250000),Average (70-170)
House Boat,La Mare power boats,new boat from stock,2020,12.0,4.2,GRP,168,109100.0,Germany, Deutschland,Expensive (more than 250000),Average (70-170)
Cabin Boat,Apreamare power boats,"Used boat,Diesel",1998,13.62,4.43,GRP,168,99000.0,France, C´te d'Azur ,Expensive (more than 250000),Average (70-170)
Trawler,Pedro power boats,"Used boat,Diesel",2003,10.6,3.5,Steel,168,74500.0,Netherlands, In verkoophaven,Medium (44290-250000),Average (70-170)
Bowrider,Sea Ray power boats,"new boat on order,Unleaded",2021,7.15,2.54,GRP,168,71900.0,Germany, Boote Pfister GmbH Schwebheim / Schweinfurt,Medium (44290-250000),Average (70-170)
Classic,Apreamare power boats,"Used boat,Diesel",1999,10.09,3.3,GRP,168,71500.0,Spain, Mallorca ,Medium (44290-250000),Average (70-170)
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2013,7.0,2.0,GRP,168,45000.0,Croatia(Hrvatska), Dalmatia,Medium (44290-250000),Average (70-170)
Pilothouse,Ocean Bay power boats,"new boat from stock,Unleaded",2019,5.0,1.96,GRP,168,17338.98,Switzerland, Lake of Zurich ,Cheap (less than 44290),Average (70-170)
Fishing Boat,Adec power boats,"Used boat,Unleaded",1978,5.3,2.1,GRP,168,13260.0,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Sport Boat,Sunseeker power boats,Used boat,1987,8.26,2.57,GRP,167,25900.0,Germany, DE,Cheap (less than 44290),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",1979,10.0,3.5,GRP,167,30900.0,Germany, Nordrhein-Westfalen,Cheap (less than 44290),Average (70-170)
Pontoon Boat,Saver power boats,Used boat,2020,9.0,2.72,GRP,167,44000.0,Italy, Friuli Venezia Giulia ,Cheap (less than 44290),Average (70-170)
Pilothouse,Larson power boats,"Used boat,Unleaded",1994,8.0,2.6,GRP,167,59058.0,Switzerland, Lake Geneva ,Medium (44290-250000),Average (70-170)
Sport Boat,Finnmaster power boats,"Used boat,Unleaded",2019,7.1,2.59,GRP,167,69900.0,Germany, Ostsee ,Medium (44290-250000),Average (70-170)
Hardtop,Prestige Yachts power boats,"Used boat,Diesel",2010,12.64,3.95,PVC,167,175000.0,Other,None,Expensive (more than 250000),Average (70-170)
Runabout,Chris Craft power boats,"new boat from stock,Unleaded",2018,8.13,2.59,GRP,167,214200.0,Switzerland, Lago Maggiore ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Cranchi power boats,"new boat on order,Diesel",2020,18.52,4.85,GRP,167,1391400.0,Other,None,Expensive (more than 250000),Average (70-170)
Mega Yacht,Majesty Yachts power boats,"new boat from stock,Diesel",2020,43.3,8.2,GRP,167,16025000.0,Other, Dubai & VAE,Expensive (more than 250000),Average (70-170)
Flybridge,Azimut power boats,"Used boat,Diesel",2011,20.15,5.23,GRP,167,850000.0,Italy, Adria (IT) ,Expensive (more than 250000),Average (70-170)
Sport Boat,Windy power boats,"new boat from stock,Diesel",0,9.48,2.97,GRP,167,361933.0,Switzerland, Bielersee ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Conam power boats,"Used boat,Diesel",2006,16.46,4.3,GRP,167,199000.0,Croatia(Hrvatska), INFO BOOTE RIEDL NOVIGRAD,Expensive (more than 250000),Average (70-170)
Trawler,Linssen power boats,"Used boat,Diesel",1990,11.5,3.6,Steel,167,79000.0,Other, Ophoven-Kinrooi (BE),Medium (44290-250000),Average (70-170)
Motor Yacht,Valkkruiser power boats,Used boat,1984,12.0,3.85,Steel,167,69500.0,Netherlands, In verkoophaven,Medium (44290-250000),Average (70-170)
Trawler,Wicabo power boats,"Used boat,Diesel",1993,11.2,3.45,Steel,167,66500.0,Germany, Nordsee ,Medium (44290-250000),Average (70-170)
Flybridge,Solcio power boats,"Used boat,Diesel",1995,12.6,3.8,GRP,167,65000.0,Italy, Friuli-Venezia Giulia,Medium (44290-250000),Average (70-170)
Runabout,Riva power boats,"Used boat,Unleaded",1990,10.28,3.33,GRP,167,58370.0,Denmark, Holb¦k,Medium (44290-250000),Average (70-170)
Sport Boat,Monterey power boats,"Used boat,Unleaded",2003,8.94,2.82,GRP,167,48900.0,Italy, Lombardia - Trentino Alto Adige ,Medium (44290-250000),Average (70-170)
Flybridge,Ancora power boats,"Used boat,Diesel",1976,13.4,4.22,GRP,167,40000.0,Italy, Friuli-Venezia Giulia,Cheap (less than 44290),Average (70-170)
Motor Yacht,Azimut power boats,"Used boat,Diesel",1986,11.3,3.96,GRP,167,39000.0,Italy, Mar Tirreno,Cheap (less than 44290),Average (70-170)
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2015,6.55,2.54,PVC,167,36000.0,France," La Forªt-Fouesnant, France",Cheap (less than 44290),Average (70-170)
Pilothouse,DarekCo power boats,"new boat from stock,Unleaded",2020,6.05,2.49,GRP,167,35659.2,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Sport Boat,Bella power boats,Used boat,1998,6.7,2.55,GRP,167,29250.0,Denmark, Egaa,Cheap (less than 44290),Average (70-170)
Motor Yacht,Fjord power boats,"Used boat,Diesel",1974,11.81,3.7,GRP,167,30000.0,Croatia(Hrvatska),None,Cheap (less than 44290),Average (70-170)
Motor Yacht,NorthMaster power boats,"new boat from stock,Unleaded",2020,5.3,2.14,GRP,167,30498.0,Switzerland, Yvonand ,Cheap (less than 44290),Average (70-170)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,6.53,2.59,PVC,167,21500.0,France," La Rochelle, France",Cheap (less than 44290),Average (70-170)
Sport Boat,VBoats power boats,"new boat from stock,Unleaded",2020,5.5,2.15,Aluminium,167,21924.9,Switzerland, Bouveret,Cheap (less than 44290),Average (70-170)
Cabin Boat,Marex power boats,Electric,1988,6.5,2.4,GRP,167,19500.0,Germany, Verkaufshafen Brandenburg-Plaue,Cheap (less than 44290),Average (70-170)
Sport Boat,Allegra power boats,new boat from stock,2018,5.3,2.2,GRP,166,8600.0,Italy, Lake Garda ,Cheap (less than 44290),Average (70-170)
Sport Boat,Crescent power boats,new boat from stock,2019,4.0,1.0,GRP,166,11570.0,Denmark, Svendborg,Cheap (less than 44290),Average (70-170)
Fishing Boat,FÃ¼llemann power boats,new boat on order,0,6.03,1.9,GRP,166,22338.0,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Bowrider,Galia power boats,"new boat from stock,Unleaded",2019,5.2,2.1,GRP,166,31830.0,Switzerland, Vierwaldst¤ttersee ,Cheap (less than 44290),Average (70-170)
Cabin Boat,Chaparral power boats,"Used boat,Diesel",1993,9.2,3.0,GRP,166,34000.0,Germany, Ems ,Cheap (less than 44290),Average (70-170)
Trawler,Escape Sloepen power boats,"new boat from stock,Electric",2018,7.5,2.5,GRP,166,39780.0,Switzerland, Lake of Zurich ,Cheap (less than 44290),Average (70-170)
Sport Boat,Viper power boats,"new boat from stock,Unleaded",2020,6.95,2.55,GRP,166,70890.0,Switzerland, Romanshorn ,Medium (44290-250000),Average (70-170)
Pilothouse,Salpa power boats,"new boat from stock,Unleaded",2020,7.6,2.53,GRP,166,78438.0,Switzerland, Vierwaldst¤ttersee ,Medium (44290-250000),Average (70-170)
Runabout,Boesch power boats,"Used boat,Unleaded",2006,6.5,2.15,Wood,166,120000.0,Germany, Bayern ,Expensive (more than 250000),Average (70-170)
Hardtop,Bavaria power boats,"Used boat,Diesel",2016,10.94,3.31,GRP,166,190905.0,Germany, Berlin ,Expensive (more than 250000),Average (70-170)
Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.21,4.87,GRP,166,1150000.0,Switzerland, Griechenland ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Cranchi power boats,"new boat on order,Diesel",2020,25.15,5.76,GRP,166,3960000.0,Other,None,Expensive (more than 250000),Average (70-170)
Motor Yacht,Riva power boats,Used boat,2010,28.0,6.75,GRP,166,2950000.0,Other,None,Expensive (more than 250000),Average (70-170)
Motor Yacht,Riva power boats,Used boat,2012,16.12,4.61,GRP,166,695000.0,Other,None,Expensive (more than 250000),Average (70-170)
Hardtop,Azimut power boats,"Used boat,Diesel",2008,18.41,4.98,GRP,166,469000.0,Italy, Liguria ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",1996,14.94,3.29,GRP,166,149000.0,Spain, Ibiza,Expensive (more than 250000),Average (70-170)
Classic,Comitti power boats,"Display Model,Unleaded",2017,6.5,2.15,Wood,166,163200.0,Switzerland, Lago Maggiore ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Mira power boats,"Used boat,Diesel",2005,12.66,4.15,GRP,166,130000.0,Italy, Friuli Venezia Giulia ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Apreamare power boats,Used boat,2005,9.98,3.56,GRP,166,129000.0,Italy, Adriatico,Expensive (more than 250000),Average (70-170)
Hardtop,Aquador power boats,"new boat from stock,Unleaded",2020,7.48,2.56,GRP,166,137190.0,Switzerland, Lake Constance ,Expensive (more than 250000),Average (70-170)
Motor Yacht,Cranchi power boats,Used boat,2014,9.15,2.98,GRP,166,109000.0,Netherlands, In verkoophaven,Expensive (more than 250000),Average (70-170)
Motor Yacht,Sea Ray power boats,"Used boat,Diesel",1995,16.61,4.57,GRP,166,99500.0,Italy, INFO DD-YACHING,Expensive (more than 250000),Average (70-170)
Motor Yacht,De Boarnstream power boats,"Used boat,Diesel",1999,10.6,3.65,Steel,166,99000.0,Germany, Brandenburg ,Expensive (more than 250000),Average (70-170)
Motor Yacht,ManÃ² power boats,"Used boat,Unleaded",2008,11.0,3.2,GRP,166,60000.0,Italy, Mar Tirreno,Medium (44290-250000),Average (70-170)
Sport Boat,Quicksilver power boats,"Used boat,Unleaded",2018,6.99,6.96,PVC,166,57900.0,France," CAP D'AGDE, France",Medium (44290-250000),Average (70-170)
Pilothouse,Parker power boats,new boat from stock,2018,7.46,2.55,GRP,166,51015.0,Germany, Nordrhein-Westfalen ,Medium (44290-250000),Average (70-170)
Sport Boat,Jeanneau power boats,"Used boat,Diesel",2008,8.0,2.0,GRP,166,43000.0,Croatia(Hrvatska), Dalmatia,Cheap (less than 44290),Average (70-170)
Flybridge,Sealine power boats,"Used boat,Diesel",1991,10.36,3.21,GRP,166,39900.0,Croatia(Hrvatska), INFO DD-YACHTING KROATIEN,Cheap (less than 44290),Average (70-170)
Motor Yacht,B2 Marine power boats,new boat from stock,2020,7.0,2.48,GRP,166,36210.0,Switzerland, Neuenburgersee ,Cheap (less than 44290),Average (70-170)
Sport Boat,Four Winns power boats,"Used boat,Unleaded",2005,7.8,2.56,GRP,166,29000.0,France," Saint Quay Portrieux, Saint Quay Portrieux",Cheap (less than 44290),Average (70-170)
Sport Boat,Bayliner power boats,"Used boat,Unleaded",1997,5.0,2.0,PVC,166,10900.0,Other," Portim£o, Portugal",Cheap (less than 44290),Average (70-170)
Center console boat,Allegra power boats,Used boat,2018,5.3,2.2,GRP,165,8500.0,Italy, Lombardia - Trentino Alto Adige ,Cheap (less than 44290),Average (70-170)
Cabin Boat,Compromis power boats,Used boat,1983,7.2,2.85,GRP,165,12500.0,Netherlands, In verkoophaven,Cheap (less than 44290),Average (70-170)
Bowrider,Chris Craft power boats,"Used boat,Unleaded",1995,7.83,2.58,PVC,165,19900.0,France," Chalon-sur-Sa´ne, France",Cheap (less than 44290),Average (70-170)
Sport Boat,Regal power boats,"Used boat,Unleaded",2007,6.7,2.5,PVC,165,25900.0,France," CAP D'AGDE, France",Cheap (less than 44290),Average (70-170)
Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2006,7.62,2.56,GRP,165,33000.0,Other, Athens,Cheap (less than 44290),Average (70-170)
Flybridge,Azimut power boats,"Used boat,Diesel",1999,12.06,4.04,PVC,165,120000.0,France," LA GRANDE MOTTE, France",Expensive (more than 250000),Average (70-170)
Hardtop,Bavaria power boats,new boat from stock,2020,10.94,3.31,GRP,165,172458.0,Denmark, Ab v¦rft,Expensive (more than 250000),Average (70-170)
Flybridge,Mochi Craft power boats,"Used boat,Diesel",2008,16.65,4.9,GRP,165,680000.0,Italy, Informationen BCM-Yachtsales,Expensive (more than 250000),Average (70-170)
Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2004,10.17,3.26,GRP,165,65000.0,Italy, Veneto ,Medium (44290-250000),Average (70-170)
Motor Yacht,Posillipo power boats,"Used boat,Diesel",1976,12.5,4.26,GRP,165,32000.0,Croatia(Hrvatska), INFO DD-YACHTING,Cheap (less than 44290),Average (70-170)
Pilothouse,Jeanneau power boats,"Used boat,Diesel",2003,8.25,2.89,PVC,165,29000.0,France," Menton, France",Cheap (less than 44290),Average (70-170)
Cabin Boat,Polaris power boats,Diesel,1982,7.75,2.66,GRP,165,14990.0,Germany, Verkaufshafen Brandenburg-Plaue,Cheap (less than 44290),Average (70-170)
Sport Boat,Viking power boats,new boat from stock,2020,5.5,2.17,Aluminium,165,13800.0,Germany, Erftstadt,Cheap (less than 44290),Average (70-170)
Cabin Boat,Hanto power boats,"Used boat,Diesel",1984,7.0,2.0,GRP,164,17490.0,Germany, Schwerin,Cheap (less than 44290),Average (70-170)
Trawler,Cascaruda power boats,Diesel,1982,9.3,3.0,Steel,164,23500.0,Germany, Potsdam,Cheap (less than 44290),Average (70-170)
Fishing Boat,FÃ¼llemann power boats,new boat from stock,2018,6.03,1.9,GRP,164,33384.6,Switzerland, Lake Constance ,Cheap (less than 44290),Average (70-170)
Pilothouse,Yamarin power boats,new boat from stock,2020,6.05,2.32,Aluminium,164,39000.0,Germany, Nordrhein-Westfalen ,Cheap (less than 44290),Average (70-170)
Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2019,7.48,2.53,GRP,164,49949.0,Switzerland, Bielersee ,Medium (44290-250000),Average (70-170)
Motor Yacht,Fairline power boats,"Used boat,Unleaded",1993,11.05,3.49,GRP,164,64500.0,Germany, 64560 Riedstadt,Medium (44290-250000),Average (70-170)
